Date   Alt   Lat   Lon         X         Y         Z         H         F        I       D
        km   deg   deg        nT        nT        nT        nT        nT      deg     deg
2014.1 378  23.8 162.8  24011.52   4025.92   4025.92  24346.69  28706.44     32.0     9.5
2014.1 378  22.8 163.8  24215.99   4015.22   4015.22  24546.62  28446.95     30.4     9.4
2014.1 377  21.9 164.7  24421.35   4010.40   4010.40  24748.45  28213.45     28.7     9.3
2014.1 377  20.9 165.7  24627.48   4011.43   4011.43  24952.04  28005.63     27.0     9.3
2014.1 378  19.9 166.6  24834.14   4018.20   4018.20  25157.12  27823.23     25.3     9.2
2014.1 378  18.9 167.5  25041.04   4030.56   4030.56  25363.34  27666.01     23.5     9.1
2014.1 378  17.9 168.4  25247.78   4048.31   4048.31  25570.28  27533.79     21.8     9.1
2014.1 378  16.9 169.3  25453.91   4071.20   4071.20  25777.43  27426.42     20.0     9.1
2014.1 378  15.9 170.2  25658.88   4098.93   4098.93  25984.22  27343.79     18.1     9.1
2014.1 378  14.9 171.0  25862.13   4131.16   4131.16  26190.00  27285.84     16.3     9.1
2014.1 378  13.9 171.9  26063.00   4167.51   4167.51  26394.09  27252.52     14.4     9.1
2014.1 378  12.9 172.7  26260.80   4207.57   4207.57  26595.74  27243.84     12.5     9.1
2014.1 378  11.9 173.6  26454.81   4250.89   4250.89  26794.16  27259.81     10.6     9.1
2014.1 378  10.9 174.4  26644.26   4297.02   4297.02  26988.53  27300.46      8.7     9.2
2014.1 378   9.9 175.3  26828.34   4345.44   4345.44  27177.98  27365.82      6.7     9.2
2014.1 378   8.8 176.1  27006.24   4395.65   4395.65  27361.63  27455.93      4.8     9.2
2014.1 378   7.8 176.9  27177.13   4447.11   4447.11  27538.58  27570.82      2.8     9.3
2014.1 378   6.8 177.7  27340.16   4499.29   4499.29  27707.90  27710.49      0.8     9.3
2014.1 379   5.8 178.6  27494.46   4551.62   4551.62  27868.67  27874.90     -1.2     9.4
2014.1 379   4.7 179.4  27639.20   4603.58   4603.58  28019.97  28064.00     -3.2     9.5
2014.1 379   3.7 -179.8  27773.54   4654.60   4654.60  28160.87  28277.66     -5.2     9.5
2014.1 379   2.7 -179.0  27896.63   4704.17   4704.17  28290.48  28515.70     -7.2     9.6
2014.1 379   1.7 -178.2  28007.68   4751.77   4751.77  28407.91  28777.89     -9.2     9.6
2014.1 379   0.6 -177.4  28105.89   4796.91   4796.91  28512.30  29063.92    -11.2     9.7
2014.1 380  -0.4 -176.6  28190.51   4839.14   4839.14  28602.84  29373.40    -13.2     9.7
2014.1 380  -1.4 -175.8  28260.83   4878.05   4878.05  28678.73  29705.88    -15.1     9.8
2014.1 380  -2.4 -175.0  28316.14   4913.26   4913.26  28739.24  30060.81    -17.1     9.8
2014.1 380  -3.5 -174.2  28355.80   4944.44   4944.44  28783.65  30437.60    -19.0     9.9
2014.1 380  -4.5 -173.3  28379.20   4971.33   4971.33  28811.33  30835.56    -20.9     9.9
2014.1 381  -5.5 -172.5  28385.77   4993.70   4993.70  28821.67  31253.95    -22.8    10.0
2014.1 381  -6.5 -171.7  28374.98   5011.40   5011.40  28814.12  31691.97    -24.6    10.0
